parcel_id,Crop_Choice
3400001,Unclassified_fallow
3400002,Unclassified_fallow
3400003,Unclassified_fallow
3400005,Vineyards
3400008,Unclassified_fallow
3400017,Unclassified_fallow
3400019,Vineyards
3400022,Unclassified_fallow
3400023,Miscellaneous_grain_and_hay
3400024,Vineyards
3400027,Unclassified_fallow
3400028,Vineyards
3400030,Miscellaneous_grain_and_hay
3400031,Unclassified_fallow
3400032,Other
3400033,Unclassified_fallow
3400035,Vineyards
3400037,Vineyards
3400039,Unclassified_fallow
3400043,Vineyards
3400045,Vineyards
3400046,Unclassified_fallow
3400049,Unclassified_fallow
3400050,Unclassified_fallow
3400051,Vineyards
3400053,Unclassified_fallow
3400055,Unclassified_fallow
3400062,Vineyards
3400063,Unclassified_fallow
3400065,Unclassified_fallow
3400067,Unclassified_fallow
3400069,Unclassified_fallow
3400077,Vineyards
3400078,Vineyards
3400080,Unclassified_fallow
3400081,Unclassified_fallow
3400082,Vineyards
3400086,Other
3400091,Vineyards
3400093,Unclassified_fallow
3400096,Unclassified_fallow
3400099,Unclassified_fallow
3400100,Unclassified_fallow
3400101,Vineyards
3400104,Vineyards
3400105,Unclassified_fallow
3400107,Vineyards
3400108,Vineyards
3400110,Vineyards
3400112,Vineyards
3400113,Unclassified_fallow
3400114,Vineyards
3400116,Vineyards
3400117,Unclassified_fallow
3400118,Unclassified_fallow
3400119,Unclassified_fallow
3400123,Unclassified_fallow
3400124,Miscellaneous_grain_and_hay
3400128,Unclassified_fallow
3400129,Unclassified_fallow
3400130,Unclassified_fallow
3400132,Vineyards
3400134,Unclassified_fallow
3400138,Unclassified_fallow
3400140,Unclassified_fallow
3400141,Vineyards
3400142,Unclassified_fallow
3400143,Vineyards
3400144,Unclassified_fallow
3400146,Vineyards
3400150,Vineyards
3400151,Unclassified_fallow
3400154,Miscellaneous_grain_and_hay
3400155,Unclassified_fallow
3400156,Unclassified_fallow
3400158,Vineyards
3400161,Unclassified_fallow
3400162,Vineyards
3400166,Vineyards
3400167,Unclassified_fallow
3400168,Unclassified_fallow
3400170,Unclassified_fallow
3400171,Unclassified_fallow
3400172,Vineyards
3400176,Unclassified_fallow
3400177,Unclassified_fallow
3400178,Other
3400179,Unclassified_fallow
3400181,Other
3400184,Miscellaneous_grain_and_hay
3400186,Unclassified_fallow
3400187,Other
3400188,Vineyards
3400190,Unclassified_fallow
3400193,Vineyards
3400194,Alfalfa_and_alfalfa_mixtures
3400197,Unclassified_fallow
3400198,Unclassified_fallow
3400204,Unclassified_fallow
3400206,Unclassified_fallow
3400207,Unclassified_fallow
3400209,Other
3400212,Other
3400213,Unclassified_fallow
3400214,Unclassified_fallow
3400215,Unclassified_fallow
3400216,Vineyards
3400217,Miscellaneous_grain_and_hay
3400218,Unclassified_fallow
3400221,Unclassified_fallow
3400223,Unclassified_fallow
3400224,Unclassified_fallow
3400225,Unclassified_fallow
3400227,Vineyards
3400228,Unclassified_fallow
3400230,Vineyards
3400233,Unclassified_fallow
3400234,Vineyards
3400236,Miscellaneous_grain_and_hay
3400239,Vineyards
3400242,Vineyards
3400243,Vineyards
3400245,Vineyards
3400248,Unclassified_fallow
3400250,Other
3400252,Unclassified_fallow
3400253,Unclassified_fallow
3400254,Unclassified_fallow
3400256,Vineyards
3400257,Unclassified_fallow
3400258,Vineyards
3400259,Unclassified_fallow
3400264,Unclassified_fallow
3400265,Vineyards
3400266,Unclassified_fallow
3400269,Unclassified_fallow
3400270,Unclassified_fallow
3400272,Vineyards
3400273,Vineyards
3400275,Unclassified_fallow
3400277,Vineyards
3400278,Unclassified_fallow
3400279,Unclassified_fallow
3400281,Vineyards
3400282,Miscellaneous_grain_and_hay
3400286,Vineyards
3400287,Miscellaneous_grain_and_hay
3400290,Unclassified_fallow
3400291,Unclassified_fallow
3400292,Unclassified_fallow
3400293,Vineyards
3400296,Vineyards
3400298,Unclassified_fallow
3400300,Miscellaneous_grain_and_hay
3400301,Miscellaneous_grain_and_hay
3400302,Unclassified_fallow
3400303,Vineyards
3400308,Vineyards
3400311,Unclassified_fallow
3400312,Unclassified_fallow
3400316,Vineyards
3400317,Vineyards
3400321,Unclassified_fallow
3400324,Unclassified_fallow
3400325,Unclassified_fallow
3400327,Unclassified_fallow
3400331,Vineyards
3400332,Unclassified_fallow
3400333,Unclassified_fallow
3400338,Other
3400344,Vineyards
3400346,Vineyards
3400347,Other
3400348,Miscellaneous_grain_and_hay
3400349,Vineyards
3400350,Vineyards
3400352,Unclassified_fallow
3400354,Vineyards
3400355,Unclassified_fallow
3400358,Unclassified_fallow
3400359,Unclassified_fallow
3400360,Unclassified_fallow
3400361,Other
3400364,Unclassified_fallow
3400366,Unclassified_fallow
3400368,Unclassified_fallow
3400371,Vineyards
3400376,Other
3400378,Unclassified_fallow
3400379,Unclassified_fallow
3400382,Miscellaneous_grain_and_hay
3400383,Other
3400385,Unclassified_fallow
3400386,Other
3400387,Unclassified_fallow
3400390,Vineyards
3400392,Unclassified_fallow
3400393,Miscellaneous_grain_and_hay
3400395,Unclassified_fallow
3400396,Vineyards
3400397,Unclassified_fallow
3400398,Unclassified_fallow
3400399,Unclassified_fallow
3400400,Unclassified_fallow
3400404,Vineyards
3400405,Vineyards
3400408,Unclassified_fallow
3400409,Unclassified_fallow
3400411,Unclassified_fallow
3400412,Unclassified_fallow
3400421,Unclassified_fallow
3400423,Vineyards
3400424,Unclassified_fallow
3400425,Other
3400427,Miscellaneous_grain_and_hay
3400429,Unclassified_fallow
3400431,Unclassified_fallow
3400436,Unclassified_fallow
3400437,Unclassified_fallow
3400438,Miscellaneous_grain_and_hay
3400441,Other
3400442,Other
3400444,Miscellaneous_grain_and_hay
3400448,Vineyards
3400449,Vineyards
3400450,Unclassified_fallow
3400454,Vineyards
3400455,Miscellaneous_grain_and_hay
3400456,Other
3400457,Vineyards
3400461,Unclassified_fallow
3400463,Unclassified_fallow
3400464,Vineyards
3400466,Unclassified_fallow
3400468,Other
3400469,Unclassified_fallow
3400470,Vineyards
3400471,Unclassified_fallow
3400473,Unclassified_fallow
3400479,Unclassified_fallow
3400480,Miscellaneous_grain_and_hay
3400481,Other
3400483,Unclassified_fallow
3400484,Other
3400490,Other
3400492,Unclassified_fallow
3400495,Vineyards
3400496,Unclassified_fallow
3400500,Unclassified_fallow
3400502,Unclassified_fallow
3400504,Unclassified_fallow
3400505,Unclassified_fallow
3400507,Unclassified_fallow
3400514,Miscellaneous_grain_and_hay
3400515,Vineyards
3400518,Unclassified_fallow
3400519,Unclassified_fallow
3400523,Vineyards
3400525,Other
3400526,Vineyards
3400528,Unclassified_fallow
3400530,Vineyards
3400531,Vineyards
3400532,Vineyards
3400534,Miscellaneous_grain_and_hay
3400536,Vineyards
3400538,Unclassified_fallow
3400541,Miscellaneous_grain_and_hay
3400543,Other
3400544,Unclassified_fallow
3400547,Other
3400549,Vineyards
3400550,Unclassified_fallow
3400552,Vineyards
3400554,Unclassified_fallow
3400557,Unclassified_fallow
3400559,Vineyards
3400560,Other
3400561,Unclassified_fallow
3400563,Vineyards
3400564,Unclassified_fallow
3400565,Unclassified_fallow
3400567,Unclassified_fallow
3400572,Unclassified_fallow
3400574,Unclassified_fallow
3400577,Unclassified_fallow
3400580,Unclassified_fallow
3400581,Miscellaneous_grain_and_hay
3400582,Unclassified_fallow
3400583,Unclassified_fallow
3400584,Unclassified_fallow
3400588,Vineyards
3400590,Vineyards
3400591,Unclassified_fallow
3400592,Vineyards
3400593,Vineyards
3400595,Unclassified_fallow
3400597,Vineyards
3400598,Unclassified_fallow
3400600,Unclassified_fallow
3400602,Unclassified_fallow
3400603,Unclassified_fallow
3400606,Unclassified_fallow
3400608,Unclassified_fallow
3400612,Unclassified_fallow
3400613,Unclassified_fallow
3400614,Other
3400618,Miscellaneous_grain_and_hay
3400619,Unclassified_fallow
3400620,Vineyards
3400622,Unclassified_fallow
3400623,Vineyards
3400626,Unclassified_fallow
3400627,Unclassified_fallow
3400629,Unclassified_fallow
3400630,Vineyards
3400634,Other
3400636,Unclassified_fallow
3400637,Vineyards
3400638,Miscellaneous_grain_and_hay
3400639,Unclassified_fallow
3400640,Vineyards
3400642,Unclassified_fallow
3400643,Miscellaneous_grain_and_hay
3400644,Unclassified_fallow
3400646,Unclassified_fallow
3400647,Miscellaneous_grain_and_hay
3400650,Unclassified_fallow
3400654,Vineyards
3400655,Unclassified_fallow
3400656,Other
3400660,Vineyards
3400663,Unclassified_fallow
3400666,Vineyards
3400668,Vineyards
3400669,Unclassified_fallow
3400671,Unclassified_fallow
3400674,Vineyards
3400679,Vineyards
3400680,Miscellaneous_grain_and_hay
3400685,Vineyards
3400686,Vineyards
3400687,Vineyards
3400688,Unclassified_fallow
3400690,Vineyards
3400691,Unclassified_fallow
3400694,Unclassified_fallow
3400700,Unclassified_fallow
3400705,Miscellaneous_grain_and_hay
3400706,Vineyards
3400707,Unclassified_fallow
3400708,Unclassified_fallow
3400710,Unclassified_fallow
3400711,Unclassified_fallow
3400714,Vineyards
3400721,Unclassified_fallow
3400722,Unclassified_fallow
3400726,Other
3400727,Vineyards
3400729,Miscellaneous_grain_and_hay
3400734,Vineyards
3400738,Vineyards
3400739,Vineyards
3400751,Unclassified_fallow
3400753,Unclassified_fallow
3400755,Vineyards
3400757,Vineyards
3400760,Miscellaneous_grain_and_hay
3400761,Vineyards
3400762,Unclassified_fallow
3400765,Unclassified_fallow
3400767,Vineyards
3400768,Other
3400769,Other
3400772,Other
3400774,Unclassified_fallow
3400778,Vineyards
3400779,Unclassified_fallow
3400782,Unclassified_fallow
3400784,Unclassified_fallow
3400785,Unclassified_fallow
3400787,Unclassified_fallow
3400792,Unclassified_fallow
3400793,Unclassified_fallow
3400794,Vineyards
3400795,Vineyards
3400797,Unclassified_fallow
3400798,Vineyards
3400799,Vineyards
3400801,Unclassified_fallow
3400802,Unclassified_fallow
3400805,Unclassified_fallow
3400806,Miscellaneous_grain_and_hay
3400808,Unclassified_fallow
3400809,Unclassified_fallow
3400811,Unclassified_fallow
3400814,Unclassified_fallow
3400818,Unclassified_fallow
3400821,Unclassified_fallow
3400822,Unclassified_fallow
3400823,Unclassified_fallow
3400824,Unclassified_fallow
3400825,Unclassified_fallow
3400827,Unclassified_fallow
3400828,Unclassified_fallow
3400830,Unclassified_fallow
3400832,Vineyards
3400834,Unclassified_fallow
3400837,Unclassified_fallow
3400840,Unclassified_fallow
3400842,Unclassified_fallow
3400844,Unclassified_fallow
3400846,Unclassified_fallow
3400847,Vineyards
3400848,Other
3400849,Unclassified_fallow
3400851,Unclassified_fallow
3400856,Vineyards
3400858,Vineyards
3400863,Other
3400864,Unclassified_fallow
3400866,Vineyards
3400871,Vineyards
3400872,Vineyards
3400873,Vineyards
3400874,Unclassified_fallow
3400875,Vineyards
3400876,Unclassified_fallow
3400878,Unclassified_fallow
3400879,Miscellaneous_grain_and_hay
3400882,Unclassified_fallow
3400883,Vineyards
3400884,Unclassified_fallow
3400885,Miscellaneous_grain_and_hay
3400888,Unclassified_fallow
3400895,Other
3400900,Vineyards
3400902,Vineyards
3400904,Unclassified_fallow
3400905,Unclassified_fallow
3400906,Unclassified_fallow
3400909,Vineyards
3400910,Other
3400914,Unclassified_fallow
3400915,Vineyards
3400916,Miscellaneous_grain_and_hay
3400921,Vineyards
3400924,Other
3400927,Vineyards
3400930,Unclassified_fallow
3400931,Unclassified_fallow
3400932,Unclassified_fallow
3400934,Vineyards
3400940,Unclassified_fallow
3400941,Vineyards
3400947,Unclassified_fallow
3400948,Unclassified_fallow
3400950,Unclassified_fallow
3400951,Unclassified_fallow
3400955,Unclassified_fallow
3400957,Unclassified_fallow
3400959,Vineyards
3400960,Other
3400961,Unclassified_fallow
3400962,Unclassified_fallow
3400966,Unclassified_fallow
3400967,Vineyards
3400971,Unclassified_fallow
3400974,Unclassified_fallow
3400975,Unclassified_fallow
3400978,Unclassified_fallow
3400980,Unclassified_fallow
3400982,Vineyards
3400983,Other
3400985,Unclassified_fallow
3400990,Vineyards
3400992,Other
3400993,Unclassified_fallow
3400994,Unclassified_fallow
3400996,Unclassified_fallow
3401002,Unclassified_fallow
3401003,Vineyards
3401004,Vineyards
3401006,Vineyards
3401009,Miscellaneous_grain_and_hay
3401014,Unclassified_fallow
3401015,Unclassified_fallow
3401016,Unclassified_fallow
3401019,Unclassified_fallow
3401020,Vineyards
3401021,Miscellaneous_grain_and_hay
3401024,Unclassified_fallow
3401025,Unclassified_fallow
3401032,Miscellaneous_grain_and_hay
3401036,Vineyards
3401038,Unclassified_fallow
3401039,Miscellaneous_grain_and_hay
3401040,Unclassified_fallow
3401041,Unclassified_fallow
3401044,Vineyards
3401045,Vineyards
3401046,Unclassified_fallow
3401048,Vineyards
3401060,Unclassified_fallow
3401061,Unclassified_fallow
3401063,Unclassified_fallow
3401064,Other
3401065,Unclassified_fallow
3401067,Vineyards
3401070,Unclassified_fallow
3401072,Vineyards
3401073,Unclassified_fallow
3401074,Unclassified_fallow
3401082,Unclassified_fallow
3401087,Vineyards
3401088,Other
3401089,Other
3401092,Unclassified_fallow
3401093,Unclassified_fallow
3401094,Unclassified_fallow
3401096,Unclassified_fallow
3401101,Unclassified_fallow
3401102,Unclassified_fallow
3401104,Vineyards
3401105,Unclassified_fallow
3401108,Unclassified_fallow
3401110,Unclassified_fallow
3401113,Vineyards
3401114,Vineyards
3401116,Other
3401117,Vineyards
3401123,Unclassified_fallow
3401125,Unclassified_fallow
3401126,Unclassified_fallow
3401127,Vineyards
3401132,Miscellaneous_grain_and_hay
3401135,Vineyards
3401136,Unclassified_fallow
3401138,Other
3401143,Unclassified_fallow
3401146,Unclassified_fallow
3401157,Unclassified_fallow
3401158,Unclassified_fallow
3401159,Unclassified_fallow
3401160,Other
3401161,Unclassified_fallow
3401164,Unclassified_fallow
3401165,Unclassified_fallow
3401169,Unclassified_fallow
3401171,Other
3401172,Unclassified_fallow
3401175,Unclassified_fallow
3401177,Vineyards
3401179,Unclassified_fallow
3401180,Vineyards
3401181,Unclassified_fallow
3401182,Unclassified_fallow
3401183,Unclassified_fallow
3401184,Unclassified_fallow
3401186,Vineyards
3401187,Miscellaneous_grain_and_hay
3401188,Vineyards
3401190,Vineyards
3401192,Vineyards
3401193,Unclassified_fallow
3401198,Vineyards
3401202,Unclassified_fallow
3401203,Unclassified_fallow
3401208,Unclassified_fallow
3401209,Unclassified_fallow
3401211,Miscellaneous_grain_and_hay
3401212,Unclassified_fallow
3401214,Miscellaneous_grain_and_hay
3401215,Unclassified_fallow
3401218,Unclassified_fallow
3401222,Unclassified_fallow
3401226,Unclassified_fallow
3401228,Unclassified_fallow
3401229,Vineyards
3401230,Miscellaneous_grain_and_hay
3401231,Unclassified_fallow
3401239,Unclassified_fallow
3401243,Unclassified_fallow
3401244,Other
3401247,Unclassified_fallow
3401258,Vineyards
3401260,Unclassified_fallow
3401262,Unclassified_fallow
3401263,Unclassified_fallow
3401268,Unclassified_fallow
3401270,Vineyards
3401271,Unclassified_fallow
3401274,Vineyards
3401276,Unclassified_fallow
3401279,Unclassified_fallow
3401280,Vineyards
3401284,Unclassified_fallow
3401286,Vineyards
3401287,Unclassified_fallow
3401288,Other
3401289,Vineyards
3401295,Vineyards
3401296,Vineyards
3401297,Unclassified_fallow
3401299,Unclassified_fallow
3401301,Miscellaneous_grain_and_hay
3401302,Unclassified_fallow
3401303,Other
3401304,Unclassified_fallow
3401308,Vineyards
3401309,Unclassified_fallow
3401310,Unclassified_fallow
3401312,Unclassified_fallow
3401315,Other
3401319,Unclassified_fallow
3401320,Unclassified_fallow
3401321,Unclassified_fallow
3401322,Unclassified_fallow
3401326,Unclassified_fallow
3401327,Unclassified_fallow
3401328,Unclassified_fallow
3401329,Unclassified_fallow
3401331,Unclassified_fallow
3401332,Unclassified_fallow
3401334,Unclassified_fallow
3401335,Unclassified_fallow
3401336,Unclassified_fallow
3401337,Unclassified_fallow
3401338,Other
3401339,Other
3401350,Other
3401351,Unclassified_fallow
3401357,Unclassified_fallow
3401360,Unclassified_fallow
3401361,Unclassified_fallow
3401362,Unclassified_fallow
3401363,Vineyards
3401367,Vineyards
3401370,Vineyards
3401371,Unclassified_fallow
3401372,Miscellaneous_grain_and_hay
3401373,Vineyards
3401374,Unclassified_fallow
3401378,Vineyards
3401379,Vineyards
3401380,Unclassified_fallow
3401381,Unclassified_fallow
3401382,Unclassified_fallow
3401383,Vineyards
3401384,Unclassified_fallow
3401385,Unclassified_fallow
3401387,Vineyards
3401391,Vineyards
3401392,Other
3401393,Unclassified_fallow
3401395,Vineyards
3401403,Unclassified_fallow
3401404,Unclassified_fallow
3401406,Unclassified_fallow
3401408,Miscellaneous_grain_and_hay
3401409,Vineyards
3401410,Vineyards
3401411,Unclassified_fallow
3401412,Unclassified_fallow
3401414,Other
3401416,Vineyards
3401417,Unclassified_fallow
3401418,Unclassified_fallow
3401420,Vineyards
3401421,Vineyards
3401424,Vineyards
3401425,Vineyards
3401428,Unclassified_fallow
3401433,Unclassified_fallow
3401436,Unclassified_fallow
3401439,Vineyards
3401442,Vineyards
3401448,Vineyards
3401457,Unclassified_fallow
3401458,Vineyards
3401460,Unclassified_fallow
3401461,Unclassified_fallow
3401463,Other
3401465,Vineyards
3401468,Unclassified_fallow
3401471,Other
3401472,Miscellaneous_grain_and_hay
3401473,Vineyards
3401474,Other
3401476,Vineyards
3401477,Vineyards
3401480,Vineyards
3401481,Unclassified_fallow
3401483,Unclassified_fallow
3401484,Vineyards
3401485,Miscellaneous_grain_and_hay
3401487,Unclassified_fallow
3401489,Vineyards
3401490,Unclassified_fallow
3401491,Unclassified_fallow
3401492,Unclassified_fallow
3401495,Other
3401499,Other
3401500,Unclassified_fallow
3401505,Vineyards
3401508,Unclassified_fallow
3401510,Unclassified_fallow
3401517,Unclassified_fallow
3401518,Vineyards
3401520,Miscellaneous_grain_and_hay
3401521,Vineyards
3401523,Unclassified_fallow
3401526,Unclassified_fallow
3401529,Unclassified_fallow
3401530,Vineyards
3401531,Unclassified_fallow
3401533,Unclassified_fallow
3401534,Unclassified_fallow
3401536,Vineyards
3401539,Unclassified_fallow
3401540,Unclassified_fallow
3401543,Other
3401544,Vineyards
3401546,Unclassified_fallow
3401547,Vineyards
3401549,Unclassified_fallow
3401550,Unclassified_fallow
3401551,Unclassified_fallow
3401552,Unclassified_fallow
3401553,Unclassified_fallow
3401568,Unclassified_fallow
3401569,Unclassified_fallow
3401571,Vineyards
3401572,Unclassified_fallow
3401577,Vineyards
3401578,Vineyards
3401579,Unclassified_fallow
3401580,Unclassified_fallow
3401581,Other
3401582,Other
3401583,Unclassified_fallow
3401584,Unclassified_fallow
3401585,Unclassified_fallow
3401586,Vineyards
3401589,Vineyards
3401590,Vineyards
3401591,Unclassified_fallow
3401592,Miscellaneous_grain_and_hay
3401593,Unclassified_fallow
3401594,Unclassified_fallow
3401595,Vineyards
3401596,Unclassified_fallow
3401597,Unclassified_fallow
3401598,Unclassified_fallow
3401599,Unclassified_fallow
3401600,Other
3401601,Unclassified_fallow
3401602,Unclassified_fallow
3401603,Unclassified_fallow
3401604,Vineyards
3401605,Other
3401606,Other
3401607,Unclassified_fallow
3401608,Unclassified_fallow
3401609,Unclassified_fallow
3401610,Unclassified_fallow
3401611,Unclassified_fallow
3401612,Unclassified_fallow
3401613,Unclassified_fallow
3401626,Unclassified_fallow
3401627,Unclassified_fallow
3401629,Unclassified_fallow
3401630,Unclassified_fallow
3401631,Unclassified_fallow
3401632,Unclassified_fallow
3401633,Unclassified_fallow
3401635,Unclassified_fallow
3401636,Unclassified_fallow
3401637,Unclassified_fallow
3401638,Unclassified_fallow
3401641,Unclassified_fallow
3401643,Unclassified_fallow
3401644,Other
3401645,Unclassified_fallow
3401655,Unclassified_fallow
3401656,Unclassified_fallow
3401657,Unclassified_fallow
3401658,Unclassified_fallow
3401659,Unclassified_fallow
3401660,Unclassified_fallow
3401661,Unclassified_fallow
3401662,Unclassified_fallow
3401663,Unclassified_fallow
3401664,Unclassified_fallow
3401665,Unclassified_fallow
3401666,Unclassified_fallow
3401667,Unclassified_fallow
3401668,Unclassified_fallow
3401669,Unclassified_fallow
3401670,Unclassified_fallow
3401671,Unclassified_fallow
3401672,Unclassified_fallow
3401673,Unclassified_fallow
3401674,Unclassified_fallow
3401675,Unclassified_fallow
3401676,Unclassified_fallow
3401677,Unclassified_fallow
3401681,Unclassified_fallow
3401682,Unclassified_fallow
3401683,Unclassified_fallow
3401684,Unclassified_fallow
3401685,Unclassified_fallow
3401692,Vineyards
3401693,Unclassified_fallow
3401694,Unclassified_fallow
3401699,Unclassified_fallow
3401702,Unclassified_fallow
3401703,Vineyards
3401709,Unclassified_fallow
3401711,Unclassified_fallow
3401712,Unclassified_fallow
3401713,Unclassified_fallow
3401714,Unclassified_fallow
3401722,Unclassified_fallow
3401725,Unclassified_fallow
3401726,Miscellaneous_grain_and_hay
3401727,Unclassified_fallow
3401728,Unclassified_fallow
3401729,Unclassified_fallow
3401730,Unclassified_fallow
3401731,Unclassified_fallow
3401732,Unclassified_fallow
3401733,Unclassified_fallow
3401734,Other
3401735,Unclassified_fallow
3401736,Vineyards
3401737,Unclassified_fallow
3401738,Other
3401739,Other
3401748,Miscellaneous_grain_and_hay
3401751,Unclassified_fallow
3401752,Unclassified_fallow
3401755,Vineyards
3401757,Unclassified_fallow
3401760,Vineyards
3401764,Other
3401765,Vineyards
3401766,Unclassified_fallow
3401772,Unclassified_fallow
3401774,Unclassified_fallow
3401777,Vineyards
3401778,Unclassified_fallow
3401779,Other
3401787,Unclassified_fallow
3401788,Vineyards
3401790,Other
3401792,Other
3401793,Vineyards
3401795,Unclassified_fallow
3401798,Vineyards
3401800,Vineyards
3401801,Other
3401802,Vineyards
3401811,Miscellaneous_grain_and_hay
3401815,Vineyards
3401824,Unclassified_fallow
3401825,Other
3401832,Unclassified_fallow
3401837,Other
3401840,Unclassified_fallow
3401843,Vineyards
3401844,Unclassified_fallow
3401845,Vineyards
3401850,Vineyards
3401851,Unclassified_fallow
3401854,Miscellaneous_grain_and_hay
3401857,Unclassified_fallow
3401864,Unclassified_fallow
3401865,Other
3401876,Other
3401881,Unclassified_fallow
3401886,Vineyards
3401888,Vineyards
3401894,Unclassified_fallow
3401897,Vineyards
3401901,Unclassified_fallow
3401903,Vineyards
3401908,Vineyards
3401912,Vineyards
3401914,Vineyards
3401917,Vineyards
3401920,Unclassified_fallow
3401925,Unclassified_fallow
3401928,Vineyards
3401929,Vineyards
3401934,Unclassified_fallow
3401935,Miscellaneous_grain_and_hay
3402016,Unclassified_fallow
3402017,Unclassified_fallow
3402021,Unclassified_fallow
3402023,Vineyards
3402025,Unclassified_fallow
3402026,Vineyards
3402027,Vineyards
3402028,Vineyards
3402030,Vineyards
3402031,Unclassified_fallow
3402032,Unclassified_fallow
3402033,Unclassified_fallow
3402047,Vineyards
3402048,Unclassified_fallow
3402051,Unclassified_fallow
3402054,Vineyards
3402055,Vineyards
3402056,Vineyards
3402058,Unclassified_fallow
3402059,Unclassified_fallow
3402060,Unclassified_fallow
3402061,Unclassified_fallow
3402062,Unclassified_fallow
3402063,Unclassified_fallow
3402065,Other
3402066,Other
3402072,Unclassified_fallow
3402073,Unclassified_fallow
3402074,Unclassified_fallow
3402075,Vineyards
3402076,Unclassified_fallow
3402077,Vineyards
3402078,Vineyards
3402079,Vineyards
3402080,Other
3402082,Unclassified_fallow
3402083,Unclassified_fallow
3402084,Unclassified_fallow
3402087,Unclassified_fallow
3402090,Vineyards
3402091,Vineyards
3402092,Unclassified_fallow
3402093,Vineyards
3402094,Unclassified_fallow
3402095,Unclassified_fallow
3402096,Miscellaneous_grain_and_hay
3402097,Miscellaneous_grain_and_hay
3402098,Vineyards
3402099,Unclassified_fallow
3402101,Unclassified_fallow
3402103,Unclassified_fallow
3402104,Unclassified_fallow
3402105,Unclassified_fallow
3402106,Unclassified_fallow
3402107,Other
3402108,Other
3402109,Other
3402110,Other
3402111,Unclassified_fallow
3402112,Unclassified_fallow
3402113,Other
3402114,Unclassified_fallow
3402131,Unclassified_fallow
3402136,Unclassified_fallow
3402137,Unclassified_fallow
3402140,Unclassified_fallow
3402141,Other
3402147,Unclassified_fallow
3402159,Unclassified_fallow
