k,i,j,bhead,cond
0,99,0,-7.18323903340636,6.728046350097657
1,99,0,-7.18323903340636,33.3467876953125
2,99,0,-7.18323903340636,41.942485546875005
0,99,1,-7.503551004126584,6.7920767578125
1,99,1,-7.503551004126584,33.2715251953125
2,99,1,-7.503551004126584,41.738635546875
0,99,2,-7.878008777913081,6.861197021484375
1,99,2,-7.878008777913081,33.19626533203125
2,99,2,-7.878008777913081,41.53478291015625
0,99,3,-8.299247039429408,6.722465075683594
1,99,3,-8.299247039429408,33.12100283203126
2,99,3,-8.299247039429408,41.33092763671875
0,99,4,-8.75165356250243,6.353212719726563
1,99,4,-8.75165356250243,33.04574296875
2,99,4,-8.75165356250243,41.127075000000005
0,99,5,-9.226842150901357,5.490160949707032
1,99,5,-9.226842150901357,32.97048046875
2,99,5,-9.226842150901357,40.9232197265625
0,99,6,-9.718563025887265,6.481857568359375
1,99,6,-9.718563025887265,32.89522060546876
2,99,6,-9.718563025887265,40.71936708984376
1,99,7,-10.221671647874318,32.81995810546876
2,99,7,-10.221671647874318,40.51551181640625
1,99,8,-10.733847507816344,32.74469560546875
2,99,8,-10.733847507816344,40.31166181640626
1,99,9,-11.253051707131059,32.6694357421875
2,99,9,-11.253051707131059,40.10780390625
1,99,10,-11.778176643040586,32.59417324218751
2,99,10,-11.778176643040586,39.90395390625
1,99,11,-12.308185219175998,32.518913378906255
2,99,11,-12.308185219175998,39.70010126953125
1,99,12,-12.841922973168247,32.44365087890625
2,99,12,-12.841922973168247,39.496245996093755
1,99,13,-13.378983713246633,32.368391015625
2,99,13,-13.378983713246633,39.292393359375
1,99,14,-13.918127393877265,32.29312851562501
2,99,14,-13.918127393877265,39.0885380859375
1,99,15,-14.45958574290385,32.21786865234375
2,99,15,-14.45958574290385,38.88468544921875
1,99,16,-15.002773258916562,32.14260615234375
2,99,16,-15.002773258916562,38.68083017578125
1,99,17,-15.547306186753707,32.06734365234375
2,99,17,-15.547306186753707,38.47698017578126
1,99,18,-16.092705453772748,31.992083789062505
2,99,18,-16.092705453772748,38.273122265625
1,99,19,-16.63884651125885,31.9168212890625
2,99,19,-16.63884651125885,38.069272265625
1,99,20,-17.185895251816277,31.84156142578125
2,99,20,-17.185895251816277,37.86541962890625
1,99,21,-17.733964876006045,31.76629892578125
2,99,21,-17.733964876006045,37.661564355468755
1,99,22,-18.2826804033693,31.691039062500007
2,99,22,-18.2826804033693,37.45771171875
1,99,23,-18.83247124229536,31.6157765625
2,99,23,-18.83247124229536,37.25385644531251
1,99,24,-19.38378007510497,31.54051669921875
2,99,24,-19.38378007510497,37.05000380859375
1,99,25,-19.93657664693359,31.46525419921875
2,99,25,-19.93657664693359,36.84614853515625
1,99,26,-20.491462140115058,31.389994335937505
2,99,26,-20.491462140115058,36.6422958984375
1,99,27,-21.048586597316774,31.3147318359375
2,99,27,-21.048586597316774,36.438440625
1,99,28,-21.60798127827915,31.2394693359375
2,99,28,-21.60798127827915,36.234590625
1,99,29,-22.170086352268076,31.16420947265625
2,99,29,-22.170086352268076,36.03073798828125
1,99,30,-22.735214160321846,31.088946972656256
2,99,30,-22.735214160321846,35.82688271484375
1,99,31,-23.30137570133539,31.013687109375
2,99,31,-23.30137570133539,35.623030078125
1,99,32,-23.869728755373462,30.938424609375
2,99,32,-23.869728755373462,35.41917480468751
1,99,33,-24.439106681938757,30.86316474609375
2,99,33,-24.439106681938757,35.21532216796875
1,99,34,-25.009802655600947,30.787902246093754
2,99,34,-25.009802655600947,35.01146689453125
1,99,35,-25.581356292933037,30.7126423828125
2,99,35,-25.581356292933037,34.8076142578125
1,99,36,-26.154134615893003,30.6373798828125
2,99,36,-26.154134615893003,34.603758984375006
1,99,37,-26.728457688102296,30.5621173828125
2,99,37,-26.728457688102296,34.399908984375
1,99,38,-27.304547512195352,30.486857519531256
2,99,38,-27.304547512195352,34.19605634765625
1,99,39,-27.882365863295885,30.41159501953125
2,99,39,-27.882365863295885,33.99220107421875
1,99,40,-28.46214819651655,30.33633515625
2,99,40,-28.46214819651655,33.788348437500005
1,99,41,-29.043723227276416,30.261072656250004
2,99,41,-29.043723227276416,33.5844931640625
1,99,42,-29.627904270907205,30.18581279296875
2,99,42,-29.627904270907205,33.38064052734376
1,99,43,-30.213960478732414,30.11055029296875
2,99,43,-30.213960478732414,33.17678525390625
1,99,44,-30.801302721018562,30.0352904296875
2,99,44,-30.801302721018562,32.9729326171875
1,99,45,-31.38917021762444,29.960027929687506
2,99,45,-31.38917021762444,32.76907734375
1,99,46,-31.977439198311885,29.8847654296875
2,99,46,-31.977439198311885,32.56522734375
1,99,47,-32.564982102752374,29.80950556640625
2,99,47,-32.564982102752374,32.36137470703125
1,99,48,-33.150060440979495,29.73424306640625
2,99,48,-33.150060440979495,32.15751943359375
1,99,49,-33.73024844133213,29.658983203125008
2,99,49,-33.73024844133213,31.953666796875005
1,99,50,-34.30368449806913,29.583720703125
2,99,50,-34.30368449806913,31.7498115234375
1,99,51,-34.86815695911266,29.50846083984375
2,99,51,-34.86815695911266,31.545958886718754
1,99,52,-35.42066264063833,29.43319833984375
2,99,52,-35.42066264063833,31.34210361328125
1,99,53,-35.95379490908797,29.357938476562506
2,99,53,-35.95379490908797,31.138250976562507
1,99,54,-36.434526052321054,29.2826759765625
2,99,54,-36.434526052321054,30.934395703125
1,99,55,-36.868559323758085,29.2074134765625
2,99,55,-36.868559323758085,30.730545703125006
1,99,56,-37.269292857401105,29.13215361328125
2,99,56,-37.269292857401105,30.52669306640625
1,99,57,-37.631387640214605,29.056891113281257
2,99,57,-37.631387640214605,30.322837792968755
1,99,58,-37.94886552130316,28.98163125
2,99,58,-37.94886552130316,30.11898515625
1,99,59,-38.209242033120894,28.90636875
2,99,59,-38.209242033120894,29.9151298828125
1,99,60,-38.40957745656158,28.83110888671875
2,99,60,-38.40957745656158,29.71127724609375
1,99,61,-38.54799108340679,28.755846386718755
2,99,61,-38.54799108340679,29.50742197265625
1,99,62,-38.62306010683457,28.6805865234375
2,99,62,-38.62306010683457,29.3035693359375
1,99,63,-38.64350233528345,28.6053240234375
2,99,63,-38.64350233528345,29.0997140625
1,99,64,-38.61160870518005,28.5300615234375
2,99,64,-38.61160870518005,28.8958640625
1,99,65,-38.53754037462519,28.454801660156257
2,99,65,-38.53754037462519,28.69201142578125
1,99,66,-38.42691209619416,28.37953916015625
2,99,66,-38.42691209619416,28.488156152343755
1,99,67,-38.28334137622652,28.304279296875
2,99,67,-38.28334137622652,28.284303515625
1,99,68,-38.11358718737443,28.229016796875
2,99,68,-38.11358718737443,28.080448242187504
1,99,69,-37.91736916747845,28.15375693359375
2,99,69,-37.91736916747845,27.87659560546875
1,99,70,-37.69984193416169,28.07849443359375
2,99,70,-37.69984193416169,27.672740332031257
1,99,71,-37.46237645567105,28.0032345703125
2,99,71,-37.46237645567105,27.4688876953125
1,99,72,-37.20568968676199,27.927972070312507
2,99,72,-37.20568968676199,27.265032421875
1,99,73,-36.93237223502921,27.8527095703125
2,99,73,-36.93237223502921,27.061182421875
1,99,74,-36.64127671258637,27.77744970703125
2,99,74,-36.64127671258637,26.85732978515625
1,99,75,-36.33500746835399,27.70218720703125
2,99,75,-36.33500746835399,26.65347451171875
1,99,76,-36.014040108900055,27.626927343750005
2,99,76,-36.014040108900055,26.449621875
1,99,77,-35.67782933453249,27.55166484375
2,99,77,-35.67782933453249,26.2457666015625
1,99,78,-35.3277121068483,27.47640498046875
2,99,78,-35.3277121068483,26.041913964843754
1,99,79,-34.962336589419,27.40114248046875
2,99,79,-34.962336589419,25.83805869140625
1,99,80,-34.58339342587062,27.325882617187506
2,99,80,-34.58339342587062,25.634206054687503
1,99,81,-34.19043414149035,27.2506201171875
2,99,81,-34.19043414149035,25.430350781250002
1,99,82,-33.783350636994136,27.1753576171875
2,99,82,-33.783350636994136,25.226500781250003
1,99,83,-33.36211898762382,27.10009775390625
2,99,83,-33.36211898762382,25.022648144531253
1,99,84,-32.92570583834162,27.024835253906257
2,99,84,-32.92570583834162,24.81879287109375
1,99,85,-32.475515143588716,26.949575390625
2,99,85,-32.475515143588716,24.614940234375002
1,99,86,-32.01077115524832,26.874312890625
2,99,86,-32.01077115524832,24.4110849609375
1,99,87,-31.53160695009491,26.79905302734375
2,99,87,-31.53160695009491,24.207232324218754
1,99,88,-31.037161478660167,26.723790527343755
2,99,88,-31.037161478660167,24.00337705078125
1,99,89,-30.526348291201717,26.6485306640625
2,99,89,-30.526348291201717,23.799524414062503
1,99,90,-30.00241014730285,26.5732681640625
2,99,90,-30.00241014730285,23.595669140625
1,99,91,-29.463437577052385,26.4980056640625
2,99,91,-29.463437577052385,23.391819140625003
1,99,92,-28.910005536796586,26.422745800781257
2,99,92,-28.910005536796586,23.18796650390625
1,99,93,-28.34130504817952,26.34748330078125
2,99,93,-28.34130504817952,22.984111230468752
1,99,94,-27.758231773944658,26.2722234375
2,99,94,-27.758231773944658,22.78025859375
1,99,95,-27.16136022496889,26.196960937500002
2,99,95,-27.16136022496889,22.576403320312505
1,99,96,-26.550762158609114,26.12170107421875
2,99,96,-26.550762158609114,22.37255068359375
1,99,97,-25.926915270433952,26.04643857421875
2,99,97,-25.926915270433952,22.16869541015625
1,99,98,-25.28919469231398,25.971178710937505
2,99,98,-25.28919469231398,21.964842773437503
1,99,99,-24.63895832251455,25.895916210937504
2,99,99,-24.63895832251455,21.7609875
1,99,100,-23.97656808294663,25.82065634765625
2,99,100,-23.97656808294663,21.557134863281252
1,99,101,-23.302526085036078,25.74539384765625
2,99,101,-23.302526085036078,21.35328486328125
1,99,102,-22.6166960491452,25.670131347656252
2,99,102,-22.6166960491452,21.149429589843752
1,99,103,-21.91894251188212,25.594871484375002
2,99,103,-21.91894251188212,20.945576953125
1,99,104,-21.210029854701602,25.519608984375
2,99,104,-21.210029854701602,20.741721679687505
1,99,105,-20.49089279314434,24.729365917968753
2,99,105,-20.49089279314434,21.252852246093752
1,99,106,-19.76109052693311,23.9391228515625
2,99,106,-19.76109052693311,21.763977539062502
1,99,107,-19.020054579294957,23.1488771484375
2,99,107,-19.020054579294957,22.275110742187504
1,99,108,-18.26822805113818,22.35863408203125
2,99,108,-18.26822805113818,22.786236035156254
1,99,109,-17.5059279291014,21.568391015625004
2,99,109,-17.5059279291014,23.2973666015625
1,99,110,-16.733039416661278,20.7781453125
2,99,110,-16.733039416661278,23.808499804687504
1,99,111,-15.949033202715674,19.987902246093753
2,99,111,-15.949033202715674,24.319625097656253
1,99,112,-15.15340903725676,19.1976591796875
2,99,112,-15.15340903725676,24.830755664062504
1,99,113,-14.345983808945412,18.407414794921873
2,99,113,-14.345983808945412,25.341882275390624
1,99,114,-13.526638168530347,17.617170410156252
2,99,114,-13.526638168530347,25.853014160156253
1,99,115,-12.6947431720837,17.3662998046875
2,99,115,-12.6947431720837,25.8247669921875
1,99,116,-11.849861261688561,17.115429199218752
2,99,116,-11.849861261688561,25.796525097656254
1,99,117,-10.990496317766054,16.864557275390624
2,99,117,-10.990496317766054,25.768279248046877
1,99,118,-10.116631412639093,16.613686669921876
2,99,118,-10.116631412639093,25.74003735351563
0,99,119,-9.225714807953997,13.85566962890625
1,99,119,-9.225714807953997,16.362814746093754
2,99,119,-9.225714807953997,25.711796777343753
0,99,120,-8.320720894797875,14.05664560546875
1,99,120,-8.320720894797875,16.111944140625
2,99,120,-8.320720894797875,25.683549609375
0,99,121,-7.398239848787573,14.372713696289063
1,99,121,-7.398239848787573,15.861073535156253
2,99,121,-7.398239848787573,25.655307714843754
0,99,122,-6.4565974360431815,14.543200634765626
1,99,122,-6.4565974360431815,15.610201611328124
2,99,122,-6.4565974360431815,25.627061865234378
0,99,123,-5.496182418235537,14.64279873046875
1,99,123,-5.496182418235537,15.359331005859374
2,99,123,-5.496182418235537,25.598819970703126
0,99,124,-4.516071863769216,16.467045556640624
1,99,124,-4.516071863769216,15.108460400390628
2,99,124,-4.516071863769216,25.570575439453126
0,99,125,-3.514578794462492,17.2471095703125
1,99,125,-3.514578794462492,14.8575884765625
2,99,125,-3.514578794462492,25.542332226562504
0,99,126,-2.490557190364832,19.31975244140625
1,99,126,-2.490557190364832,14.60671787109375
2,99,126,-2.490557190364832,25.5140876953125
0,99,127,-1.4429033010187806,19.272096386718754
1,99,127,-1.4429033010187806,14.355847265625
2,99,127,-1.4429033010187806,25.4858431640625
0,99,128,-0.37193520280466036,18.1546681640625
1,99,128,-0.37193520280466036,14.104975341796875
2,99,128,-0.37193520280466036,25.45759995117188
0,99,129,0.7244523586432363,18.09916127929688
1,99,129,0.7244523586432363,13.854104736328129
2,99,129,0.7244523586432363,25.429355419921876
0,99,130,1.8467003799541761,20.544562353515627
1,99,130,1.8467003799541761,13.6032328125
2,99,130,1.8467003799541761,25.40111220703125
0,99,131,2.994537257203188,21.80526591796875
1,99,131,2.994537257203188,13.35236220703125
2,99,131,2.994537257203188,25.372867675781254
0,99,132,4.170248230840963,19.913806494140626
1,99,132,4.170248230840963,13.1014916015625
2,99,132,4.170248230840963,25.34462314453125
0,99,133,5.371709426941415,20.577382910156253
1,99,133,5.371709426941415,12.850619677734375
2,99,133,5.371709426941415,25.316382568359376
0,99,134,6.5997959715157934,21.012920068359374
1,99,134,6.5997959715157934,12.599749072265626
2,99,134,6.5997959715157934,25.288138037109373
0,99,135,7.855245616527178,19.95433681640625
1,99,135,7.855245616527178,12.348878466796876
2,99,135,7.855245616527178,25.259893505859377
0,99,136,9.136402005329156,18.93382119140625
1,99,136,9.136402005329156,11.0318044921875
2,99,136,9.136402005329156,26.29785234375
0,99,137,10.444753372227638,21.784555810546873
1,99,137,10.444753372227638,9.7147318359375
2,99,137,10.444753372227638,27.33580986328125
0,99,138,11.776789687035226,22.63324306640625
1,99,138,11.776789687035226,8.3976591796875
2,99,138,11.776789687035226,28.3737673828125
0,99,139,13.116169944198376,19.551516064453125
1,99,139,13.116169944198376,7.080585205078125
2,99,139,13.116169944198376,29.411726220703127
0,99,140,14.510524904547225,21.813190576171877
1,99,140,14.510524904547225,5.864825830078125
2,99,140,14.510524904547225,30.348370458984373
0,99,141,15.910957725381325,22.247493750000004
1,99,141,15.910957725381325,4.649065795898437
2,99,141,15.910957725381325,31.285015356445314
0,99,142,17.331526405916794,23.131141259765627
1,99,142,17.331526405916794,3.456
2,99,142,17.331526405916794,32.19896865234375
0,99,143,18.770064984162655,23.20557451171875
1,99,143,18.770064984162655,3.456
2,99,143,18.770064984162655,31.919853515625
0,99,144,20.22501869300584,24.516270263671878
1,99,144,20.22501869300584,3.456
2,99,144,20.22501869300584,31.640738378906256
0,99,145,21.6956357943134,24.92537958984375
1,99,145,21.6956357943134,3.456
2,99,145,21.6956357943134,31.3616232421875
0,99,146,22.56507257352155,20.396722851562505
1,99,146,22.56507257352155,3.456
2,99,146,22.56507257352155,31.08250810546875
0,99,147,23.904188727397095,20.227858154296875
1,99,147,23.904188727397095,3.456
2,99,147,23.904188727397095,30.803392968750007
0,99,148,25.050554724029563,19.221984228515623
1,99,148,25.050554724029563,3.456
2,99,148,25.050554724029563,30.52427783203125
0,99,149,26.040988344899443,18.224609765625
1,99,149,26.040988344899443,3.456
2,99,149,26.040988344899443,30.2451626953125
0,99,150,27.805145606046754,19.3485744140625
1,99,150,27.805145606046754,3.456
2,99,150,27.805145606046754,29.96604755859375
0,99,151,30.659705626124477,25.0059234375
1,99,151,30.659705626124477,3.456
2,99,151,30.659705626124477,29.18593740234375
0,99,152,32.005670284656595,24.708944531250005
1,99,152,32.005670284656595,3.456
2,99,152,32.005670284656595,28.405824609375006
0,99,153,33.44027172082359,24.769444042968754
1,99,153,33.44027172082359,3.456
2,99,153,33.44027172082359,27.62571181640625
0,99,154,33.606474437098505,21.663968115234375
1,99,154,33.606474437098505,3.456
2,99,154,33.606474437098505,26.845599023437504
0,99,155,36.3815067970803,25.15117236328125
1,99,155,36.3815067970803,3.456
2,99,155,36.3815067970803,26.06548623046875
0,99,156,33.74248393684797,20.401955419921876
1,99,156,33.74248393684797,3.456
2,99,156,33.74248393684797,25.285373437500002
0,99,157,35.05991778065299,20.998992919921875
1,99,157,35.05991778065299,3.456
2,99,157,35.05991778065299,24.50526064453125
0,99,158,35.627596378013074,21.12382705078125
1,99,158,35.627596378013074,3.456
2,99,158,35.627596378013074,23.7251478515625
0,99,159,32.81443605851563,18.9234404296875
1,99,159,32.81443605851563,3.456
2,99,159,32.81443605851563,22.945035058593753
0,99,160,33.21337000691266,18.962101318359377
1,99,160,33.21337000691266,3.456
2,99,160,33.21337000691266,22.164922265625
0,99,161,33.795085893878166,19.182763037109375
1,99,161,33.795085893878166,3.456
2,99,161,33.795085893878166,21.384809472656254
0,99,162,33.9074794058324,19.14062958984375
1,99,162,33.9074794058324,3.456
2,99,162,33.9074794058324,20.6046966796875
0,99,163,34.352614190431325,19.315289794921874
1,99,163,34.352614190431325,3.456
2,99,163,34.352614190431325,19.8245865234375
0,99,164,34.79682945613323,19.490378466796876
1,99,164,34.79682945613323,3.456
2,99,164,34.79682945613323,19.04447373046875
0,99,165,35.20328280367852,19.677672509765625
1,99,165,35.20328280367852,3.456
2,99,165,35.20328280367852,18.2643609375
0,99,166,35.329229762025754,19.73570932617188
1,99,166,35.329229762025754,3.456
2,99,166,35.329229762025754,17.48424814453125
0,99,167,33.190377318819976,18.750126269531254
1,99,167,33.190377318819976,3.456
2,99,167,33.190377318819976,16.704135351562503
0,99,168,32.06293181314593,18.230599072265626
1,99,168,32.06293181314593,3.456
2,99,168,32.06293181314593,15.92402255859375
0,99,169,35.695521640134416,19.904496240234376
1,99,169,35.695521640134416,3.456
2,99,169,35.695521640134416,15.143909765625
0,99,170,36.133513125376325,20.106322558593753
1,99,170,36.133513125376325,3.456
2,99,170,36.133513125376325,14.36379697265625
0,99,171,35.728027705429064,19.919475439453127
1,99,171,35.728027705429064,3.456
2,99,171,35.728027705429064,13.5836841796875
0,99,172,41.394736659479655,22.53069448242188
1,99,172,41.394736659479655,3.456
2,99,172,41.394736659479655,12.803572705078125
0,99,173,43.868854220287005,23.735705273437503
1,99,173,43.868854220287005,3.456
2,99,173,43.868854220287005,12.023459912109377
0,99,174,45.266510712750055,24.450908642578128
1,99,174,45.266510712750055,3.456
2,99,174,45.266510712750055,11.243347119140626
0,99,175,44.411781581626435,23.920949267578123
1,99,175,44.411781581626435,3.456
2,99,175,44.411781581626435,10.463234326171875
0,99,176,44.82781033882406,24.11265454101563
1,99,176,44.82781033882406,3.456
2,99,176,44.82781033882406,9.683121533203124
0,99,177,46.20039780315228,24.745142724609376
1,99,177,46.20039780315228,3.456
2,99,177,46.20039780315228,8.903008740234377
0,99,178,50.54689669400147,27.13420634765625
1,99,178,50.54689669400147,3.456
2,99,178,50.54689669400147,8.122897265625
0,99,179,51.41792475980557,27.54042451171875
1,99,179,51.41792475980557,3.456
2,99,179,51.41792475980557,7.34278447265625
0,99,180,49.68026417218186,26.401791796875
1,99,180,49.68026417218186,3.456
2,99,180,49.68026417218186,6.5626716796875
0,99,181,51.050964245763794,27.10536328125
1,99,181,51.050964245763794,3.456
2,99,181,51.050964245763794,5.78255888671875
0,99,182,50.39388534222573,26.6775029296875
1,99,182,50.39388534222573,3.456
2,99,182,50.39388534222573,5.002446093750001
0,99,183,57.02243017649044,30.427903125
1,99,183,57.02243017649044,3.456
2,99,183,57.02243017649044,4.2223333007812505
0,99,184,52.57537113814262,27.701488476562506
1,99,184,52.57537113814262,3.456
2,99,184,52.57537113814262,3.456
0,99,185,55.678760613150196,29.419044433593754
1,99,185,55.678760613150196,3.456
2,99,185,55.678760613150196,3.456
0,99,186,54.07501721685424,28.392111035156255
1,99,186,54.07501721685424,3.456
2,99,186,54.07501721685424,3.456
0,99,187,57.25032530825805,30.139730859375007
1,99,187,57.25032530825805,3.456
2,99,187,57.25032530825805,3.456
0,99,188,60.03247431387922,31.68370107421875
1,99,188,60.03247431387922,3.456
2,99,188,60.03247431387922,3.456
0,99,189,62.88731674054126,33.27148037109376
1,99,189,62.88731674054126,3.456
2,99,189,62.88731674054126,3.456
0,99,190,67.91007846312515,36.280506445312504
1,99,190,67.91007846312515,3.456
2,99,190,67.91007846312515,3.456
0,99,191,50.321704733928364,26.64424072265625
1,99,191,50.321704733928364,3.456
2,99,191,50.321704733928364,3.456
0,99,192,44.61922715291883,24.016539550781253
1,99,192,44.61922715291883,3.456
2,99,192,44.61922715291883,3.456
0,99,193,42.4228940507871,23.0044693359375
1,99,193,42.4228940507871,3.456
2,99,193,42.4228940507871,3.456
0,99,194,43.0084249657915,23.274282128906254
1,99,194,43.0084249657915,3.456
2,99,194,43.0084249657915,3.456
0,99,195,42.92201900482178,23.234466357421876
1,99,195,42.92201900482178,3.456
2,99,195,42.92201900482178,3.456
0,99,196,42.92201900482178,23.234466357421876
1,99,196,42.92201900482178,3.456
2,99,196,42.92201900482178,3.456
0,99,197,42.92201900482178,23.234466357421876
1,99,197,42.92201900482178,3.456
2,99,197,42.92201900482178,3.456
0,99,198,42.92201900482178,23.234466357421876
1,99,198,42.92201900482178,3.456
2,99,198,42.92201900482178,3.456
0,99,199,42.9348883056559,23.240396337890626
1,99,199,42.9348883056559,3.456
2,99,199,42.9348883056559,3.456
0,99,200,42.92201900482178,23.234466357421876
1,99,200,42.92201900482178,3.456
2,99,200,42.92201900482178,3.456
0,99,201,47.88780415370985,25.522700537109376
1,99,201,47.88780415370985,3.456
2,99,201,47.88780415370985,3.456
0,99,202,49.35832605106992,26.200317480468755
1,99,202,49.35832605106992,3.456
2,99,202,49.35832605106992,3.456
0,99,203,49.78453748170967,26.39671611328125
1,99,203,49.78453748170967,3.456
2,99,203,49.78453748170967,3.456
0,99,204,57.75126043380843,30.067780078125
1,99,204,57.75126043380843,3.456
2,99,204,57.75126043380843,3.456
0,99,205,60.79044980559049,31.468238964843756
1,99,205,60.79044980559049,3.456
2,99,205,60.79044980559049,3.456
0,99,206,54.667510986328125,28.6467890625
1,99,206,54.667510986328125,3.456
2,99,206,54.667510986328125,3.456
0,99,207,59.55295012667054,30.8979984375
1,99,207,59.55295012667054,3.456
2,99,207,59.55295012667054,3.456
0,99,208,64.17500963547609,33.027844921875
1,99,208,64.17500963547609,3.456
2,99,208,64.17500963547609,3.456
0,99,209,62.72944724865863,32.36172802734375
1,99,209,62.72944724865863,3.456
2,99,209,62.72944724865863,3.456
0,99,210,74.98771247045853,38.42435917968751
1,99,210,74.98771247045853,3.456
2,99,210,74.98771247045853,3.456
0,99,211,70.81547027360405,36.09238974609376
1,99,211,70.81547027360405,3.456
2,99,211,70.81547027360405,3.456
0,99,212,58.62426063564095,30.470058984375
1,99,212,58.62426063564095,3.456
2,99,212,58.62426063564095,3.456
0,99,213,66.53534003077287,34.11548349609375
1,99,213,66.53534003077287,3.456
2,99,213,66.53534003077287,3.456
0,99,214,64.66343455423124,33.25290996093751
1,99,214,64.66343455423124,3.456
2,99,214,64.66343455423124,3.456
0,99,215,63.83134497170983,32.86948359375
1,99,215,63.83134497170983,3.456
2,99,215,63.83134497170983,3.456
0,99,216,68.73507633751457,35.12912255859376
1,99,216,68.73507633751457,3.456
2,99,216,68.73507633751457,3.456
0,99,217,79.46819259831364,40.48222587890625
1,99,217,79.46819259831364,3.456
2,99,217,79.46819259831364,3.456
0,99,218,80.96228773086881,41.28543632812501
1,99,218,80.96228773086881,3.456
2,99,218,80.96228773086881,3.456
0,99,219,88.19270177059953,45.488091796875004
1,99,219,88.19270177059953,3.456
2,99,219,88.19270177059953,3.456
0,99,220,97.91742825679982,51.6636087890625
1,99,220,97.91742825679982,3.456
2,99,220,97.91742825679982,3.456
0,99,221,105.01314693988736,57.196367578125
1,99,221,105.01314693988736,3.456
2,99,221,105.01314693988736,3.456
0,99,222,106.74351572597027,58.414489453125015
1,99,222,106.74351572597027,3.456
2,99,222,106.74351572597027,3.456
0,99,223,103.60398694253439,55.596290625
1,99,223,103.60398694253439,3.456
2,99,223,103.60398694253439,3.456
0,99,224,106.82904187822744,58.060003710937515
1,99,224,106.82904187822744,3.456
2,99,224,106.82904187822744,3.456
0,99,225,101.50260732421566,53.433495703125
1,99,225,101.50260732421566,3.456
2,99,225,101.50260732421566,3.456
0,99,226,101.31677054283823,53.1152701171875
1,99,226,101.31677054283823,3.456
2,99,226,101.31677054283823,3.456
0,99,227,83.46038279592601,42.13186787109375
1,99,227,83.46038279592601,3.456
2,99,227,83.46038279592601,3.456
0,99,228,77.05246246677929,38.9617751953125
1,99,228,77.05246246677929,3.456
2,99,228,77.05246246677929,3.456
0,99,229,61.17694327852407,31.6463361328125
1,99,229,61.17694327852407,3.456
2,99,229,61.17694327852407,3.456
